Date,Close/Last,Volume,Open,High,Low
05/10/2022,$7.29,86932390,$7.56,$7.7032,$6.93
05/09/2022,$7.46,170871700,$7.78,$7.85,$7.32
05/06/2022,$9.48,69691300,$10,$10.05,$9.42
05/05/2022,$10.12,40523640,$10.8,$10.8,$9.98
05/04/2022,$10.98,43239870,$10.53,$11.01,$10.08
05/03/2022,$10.55,31372680,$10.69,$10.98,$10.44
05/02/2022,$10.74,41193850,$10.38,$10.755,$10.18
04/29/2022,$10.4,30937500,$10.9,$11.23,$10.36
04/28/2022,$10.95,40074510,$10.69,$11.045,$10.37
04/27/2022,$10.56,54508480,$11.01,$11.195,$10.53
04/26/2022,$11.12,38666480,$11.94,$12.05,$11.1
04/25/2022,$12.11,31727570,$11.83,$12.16,$11.68
04/22/2022,$11.96,30386140,$12.33,$12.73,$11.86
04/21/2022,$12.33,32008950,$13.02,$13.33,$12.225
04/20/2022,$12.79,31528610,$13.08,$13.17,$12.74
04/19/2022,$12.91,31753900,$12.08,$13.02,$12.07
04/18/2022,$12.15,25395600,$12.35,$12.415,$11.88
04/14/2022,$12.42,23284120,$12.92,$12.92,$12.41
04/13/2022,$12.9,21152880,$12.35,$12.94,$12.2311
04/12/2022,$12.46,26226530,$12.88,$13.2,$12.425
04/11/2022,$12.66,26095830,$12.45,$12.82,$12.13
04/08/2022,$12.7,24962500,$12.7,$13.05,$12.57
04/07/2022,$12.84,34727410,$12.95,$13.34,$12.48
04/06/2022,$13,40647690,$13.52,$13.54,$12.85
04/05/2022,$13.89,37677310,$14.61,$14.86,$13.795
04/04/2022,$14.63,40124780,$14.03,$14.66,$14.02
04/01/2022,$13.83,23831610,$13.77,$14.065,$13.5
03/31/2022,$13.73,22839960,$13.9,$14.06,$13.63
03/30/2022,$13.88,32163990,$14.04,$14.36,$13.74
03/29/2022,$14.2,46433720,$13.65,$14.28,$13.35
03/28/2022,$13.42,27151980,$13.01,$13.44,$12.855
03/25/2022,$12.97,24796930,$13.36,$13.395,$12.71
03/24/2022,$13.39,29535260,$13.25,$13.42,$12.83
03/23/2022,$13.18,33699350,$13.16,$13.55,$13.02
03/22/2022,$13.27,46210660,$12.52,$13.48,$12.52
03/21/2022,$12.59,39410850,$12.72,$13.05,$12.42
03/18/2022,$12.82,59125470,$12.28,$13.02,$12.215
03/17/2022,$12.32,43948860,$11.72,$12.37,$11.66
03/16/2022,$11.79,62746610,$10.95,$11.82,$10.9399
03/15/2022,$10.77,40451180,$10.47,$10.85,$10.27
03/14/2022,$10.5,49762550,$11.17,$11.41,$10.41
03/11/2022,$11.39,37817370,$11.86,$12.005,$11.37
03/10/2022,$11.87,52295390,$11.38,$11.97,$11.32
03/09/2022,$11.65,43591370,$11.41,$12.02,$11.27
03/08/2022,$11.04,49279560,$10.93,$11.39,$10.719
03/07/2022,$11.11,63070580,$11.43,$11.75,$11.1
03/04/2022,$10.96,43631140,$11.7,$11.77,$10.74
03/03/2022,$11.34,46171970,$12.01,$12.055,$11.235
03/02/2022,$12.06,56698280,$12.21,$12.21,$11.42
03/01/2022,$12.18,64867170,$11.99,$12.52,$11.71
02/28/2022,$11.85,75390480,$11.96,$12.18,$11.39
02/25/2022,$11.47,75433710,$11.59,$11.89,$11
02/24/2022,$11.83,118793000,$9.75,$11.87,$9.74
02/23/2022,$10.43,93964470,$10.83,$11.26,$10.4
02/22/2022,$10.48,104501500,$10.7,$11.185,$10.3
02/18/2022,$11.02,137808100,$11.92,$12.01,$10.57
02/17/2022,$11.77,151385400,$12.39,$12.7,$11.7
02/16/2022,$13.97,58624450,$13.91,$14.26,$13.66
02/15/2022,$14.17,48523680,$13.52,$14.185,$13.41
02/14/2022,$13.26,40617850,$13.1,$13.795,$12.98
02/11/2022,$13.13,41831570,$13.45,$13.92,$12.97
02/10/2022,$13.56,41998240,$13.5,$14.165,$13.37
02/09/2022,$13.87,34451920,$13.29,$13.89,$13.26
02/08/2022,$13.15,30317110,$12.75,$13.1885,$12.62
02/07/2022,$12.98,45646070,$13.025,$13.6,$12.94
02/04/2022,$12.94,38989150,$12.47,$13.09,$12.265
02/03/2022,$12.45,47236950,$12.95,$13.32,$12.42
02/02/2022,$13.32,47204310,$14.09,$14.2,$13.19
02/01/2022,$14.2,69012950,$14.23,$14.37,$13.56
01/31/2022,$13.71,51039250,$12.77,$13.74,$12.76
01/28/2022,$12.71,54887540,$12.3,$12.88,$11.89
01/27/2022,$12.28,52622860,$13.01,$13.06,$12.2
01/26/2022,$12.75,69949710,$13.6,$13.82,$12.68
01/25/2022,$13.06,47456620,$13.12,$13.6,$12.83
01/24/2022,$13.4,110640200,$12.79,$13.41,$11.75
01/21/2022,$13.53,73031310,$14.25,$14.478,$13.5
01/20/2022,$14.62,44690390,$14.89,$15.5499,$14.57
01/19/2022,$14.56,48049080,$14.9,$15.25,$14.54
01/18/2022,$14.97,49275070,$15.45,$15.75,$14.9201
01/14/2022,$16.01,35624910,$15.94,$16.2485,$15.62
01/13/2022,$16.01,35492190,$16.8,$16.82,$15.94
01/12/2022,$16.72,39784190,$17.16,$17.46,$16.4
01/11/2022,$16.89,47442590,$16.4,$17.25,$16.32
01/10/2022,$16.5,77649430,$16.19,$16.57,$15.35
01/07/2022,$16.56,37989270,$16.7,$17.33,$16.475
01/06/2022,$16.74,49737070,$16.87,$17.18,$16.055
01/05/2022,$16.96,58445910,$18.03,$18.5678,$16.87
01/04/2022,$18.17,39643170,$18.61,$18.84,$17.79
01/03/2022,$18.53,34386630,$18.36,$18.5687,$17.86
12/31/2021,$18.21,23556000,$18.61,$18.92,$18.21
12/30/2021,$18.69,29285190,$18.1,$18.995,$18.07
12/29/2021,$18.17,28217550,$18.53,$18.6,$17.91
12/28/2021,$18.57,20518850,$18.89,$19.0701,$18.44
12/27/2021,$18.94,21782030,$18.78,$19.25,$18.78
12/23/2021,$18.93,24758310,$18.85,$19.135,$18.72
12/22/2021,$18.88,33894180,$18.65,$19.45,$18.65
12/21/2021,$18.9,33878600,$18.16,$18.98,$18.1
12/20/2021,$17.96,42265900,$18.59,$18.67,$17.835
12/17/2021,$19.06,44495180,$18.03,$19.1,$17.81
12/16/2021,$18.34,33949970,$18.96,$19.12,$18.15
12/15/2021,$18.86,39361880,$18.37,$18.94,$17.995
12/14/2021,$18.64,38864750,$18,$18.859,$17.91
12/13/2021,$18.4,38376020,$18.8,$19.075,$18.17
12/10/2021,$18.94,27594490,$19.28,$19.58,$18.7
12/09/2021,$19.21,30354670,$19.95,$20.15,$19.04
